,original_prices,original_competitor_prices,original_revenue,optimised_revenue_calculated,model_optimised_prices
2782,2526.08,2475.444894345667,1414.6048,1894.4210810201864,2321.98
2783,2712.17,2541.585317605732,1003.5029,1928.662345438825,2321.98
2784,2417.17,2257.943182822997,725.151,1195.1122763477713,2236.98
2785,2455.25,2364.782547204443,1080.31,1605.0168234712232,2236.98
2786,2498.27,2252.271240893776,424.7059,1100.0059974403864,2236.98
2787,2432.35,2339.229988267072,1045.9105,1537.1216101683908,2236.98
2788,2821.38,2589.36937706208,874.6278,2094.345557672983,2331.98
2789,2646.41,2407.694650543656,608.6743,1781.1133981739367,2271.98
2790,2475.44,2250.784563140929,470.3336,1100.0059974403864,2236.98
2791,2372.52,2158.920398694017,427.0536,762.8220866665731,2236.98
2792,2606.63,2355.255314538038,495.2597,1570.4793007152628,2236.98
2793,2575.64,2487.0887729891665,1262.0636,1918.546336379489,2321.98
2794,2421.64,2237.1501670347893,581.1936,985.9621728032926,2236.98
2795,2758.74,2638.415128510247,1406.9574,2189.632596846125,2341.98
2796,2548.82,2472.846867718411,1299.8982,1894.4210810201864,2321.98
2797,2441.86,2289.180417764644,756.9766000000001,1371.9841136535722,2236.98
2798,2798.83,2732.1462240473315,1679.298,2277.8129328396535,2341.98
2799,2595.91,2407.1660817079664,752.8138999999999,1778.338627316387,2271.98
2800,3616.86,3837.463003382017,3219.0054,3173.874798575283,3285.82
2801,3541.9,3719.692609522837,3010.615,3136.592965036503,3285.82
2802,3466.95,3516.9325905827936,2496.204,2812.3704231855986,3285.82
2803,3503.01,3538.3445489947744,2522.1672,2840.0320666969465,3285.82
2804,3554.07,3737.3188861139015,3092.0409,3127.9804293105817,3285.82
2805,3771.06,3863.444256491484,3129.9798,3187.9325719396593,3285.82
2806,3366.08,3514.280781236802,2760.1856,2784.2634311828215,3285.82
2807,3494.13,3551.1316208001435,2585.6562,2871.2877295087424,3285.82
2808,3374.17,3586.674090819523,2868.0445,2930.0458226497162,3285.82
2809,3413.25,3497.219274811209,2628.2025,2744.0243943117985,3260.82
2810,3540.31,3688.042997379879,2973.8604,3110.020643517399,3285.82
2811,3553.38,3721.603016693373,3020.373,3136.592965036503,3285.82
2812,3556.4,3660.736242273078,2880.684,3086.460198179806,3285.82
2813,3447.52,3595.77412269747,2861.4416,2960.121571951206,3285.82
2814,3365.52,3428.699785765069,2423.1744,2535.511040344429,3215.82
2815,3509.58,3707.160870868504,3018.2388,3123.207074559057,3285.82
2816,3438.62,3469.5404446645625,2407.034,2677.39026097398,3260.82
2817,3411.68,3608.590412506527,2934.0448,2996.041121844178,3285.82
2818,3701.75,3788.535691945328,3035.435,3149.3827624186683,3285.82
2819,3463.76,3506.6229913777406,2528.5448,2750.3461130304277,3260.82
2820,3368.84,3414.144258918917,2391.8764,2489.7668316814065,3215.82
2821,3407.91,3470.6790679914648,2487.7743,2677.39026097398,3260.82
2822,3431.95,3634.6203735994513,2951.477,3068.833634665874,3285.82
2823,3667.99,3889.509964935112,3264.5111,3196.6141523825463,3285.82
2824,3690.03,3846.3762867154783,3173.4258,3178.608846379362,3285.82
2825,3572.04,3738.962615805063,3036.234,3127.9804293105817,3285.82
2826,3637.09,3806.4514647983888,3164.2683,3152.2201105756435,3285.82
2827,3400.16,3595.6385056594386,2890.136,2960.121571951206,3285.82
2828,3491.24,3608.133269169233,2827.9044,2996.041121844178,3285.82
2829,3552.31,3778.492900345596,3126.0328,3143.369865379075,3285.82
2830,3491.34,3562.2370183606145,2653.4184,2886.554543756158,3285.82
2831,3480.41,3710.897231742673,3062.7608,3123.207074559057,3285.82
2832,3579.46,3750.6608058055313,3042.541,3130.5405489469945,3285.82
2833,3597.44,3643.314910415831,2698.08,3068.907733255843,3285.82
2834,3410.48,3528.345422209956,2694.2792,2838.544131560634,3285.82
2835,3549.62,3782.702047097448,3123.6656,3143.369865379075,3285.82
2836,3446.61,3613.8300050559033,2895.1524,3006.5278150467075,3285.82
2837,3512.71,3730.4082205587288,3056.0577,3129.187800753895,3285.82
2838,3503.7,3707.060418415303,3013.182,3123.207074559057,3285.82
2839,3530.81,3715.186824198686,3036.4966,3136.592965036503,3285.82
2840,3595.83,3750.644548434597,3056.4555,3130.5405489469945,3285.82
2841,3442.85,3589.929035459978,2823.137,2930.0458226497162,3285.82
2842,3550.94,3748.0715364236767,3089.3178,3130.5405489469945,3285.82
2843,3431.99,3592.661873276004,2848.5516999999995,2930.0458226497162,3285.82
2844,3478.0,3620.396876230392,2886.74,3006.5278150467075,3285.82
2845,3445.09,3490.253017346912,2446.0139,2736.523703263159,3260.82
2846,3559.09,3692.5270955212254,2954.0447,3110.020643517399,3285.82
2847,3522.14,3672.191769305955,2923.3762,3099.894493154906,3285.82
2848,3535.18,3640.7206638620346,2792.7922,3068.907733255843,3285.82
2849,3399.27,3500.7151378561484,2651.4306,2750.3461130304277,3260.82
2850,3551.34,3727.4865331892006,3018.639,3129.187800753895,3285.82
2851,3705.38,3923.301787592458,3297.7882,3198.6892742539007,3285.82
2852,3632.45,3850.637502318311,3232.8805,3178.608846379362,3285.82
2853,3754.48,3845.242640560518,3078.6736,3178.608846379362,3285.82
2854,3682.48,3906.543222766214,3277.4072,3198.0691337117983,3285.82
2855,3519.61,3555.5669147640165,2569.3153,2886.554543756158,3285.82
2856,3437.61,3578.492577831615,2818.8402,2930.0458226497162,3285.82
2857,3478.67,3528.091995812644,2574.2158,2838.544131560634,3285.82
2858,3592.77,3683.46982317834,2838.2883,3099.3444746692103,3285.82
2859,3471.81,3679.974801283909,2985.7566,3099.3444746692103,3285.82
2860,3624.86,3817.762938692495,3189.8768,3161.265620652364,3285.82
2861,3573.87,3647.861226007335,2787.6186,3068.907733255843,3285.82
2862,3448.97,3546.278485972494,2655.7069,2871.2877295087424,3285.82
2863,3481.93,3615.474219451664,2855.1826,3006.5278150467075,3285.82
2864,3533.01,3668.469306409068,2897.0682,3099.894493154906,3285.82
2865,3525.06,3673.22124569428,2961.0504,3099.894493154906,3285.82
2866,3410.1,3481.951175282708,2523.474,2703.202093185851,3260.82
2867,3588.21,3762.738860051367,3049.9785,3136.058459663938,3285.82
2868,3647.22,3703.961257885281,2808.3594,3123.207074559057,3285.82
2869,3476.3,3536.633139976915,2572.462,2840.0320666969465,3285.82
2870,3593.27,3655.988569135244,2766.8179,3076.4935991947877,3285.82
2871,3534.36,3677.869920492711,2933.5188,3099.3444746692103,3285.82
2872,3510.39,3591.0012393186903,2703.0003,2930.0458226497162,3285.82
2873,3467.49,3549.492836216251,2669.9673,2871.2877295087424,3285.82
2874,3662.52,3833.834884166571,3186.3924,3173.874798575283,3285.82
2875,3596.54,3813.3811676934015,3164.9552,3161.265620652364,3285.82
2876,3562.58,3761.147942300422,3099.4446,3135.881974422905,3285.82
2877,3496.71,3607.8083499377726,2797.3680000000004,2996.041121844178,3285.82
2878,3499.77,3559.9830751940303,2659.8252,2886.554543756158,3285.82
2879,3517.76,3652.6475547234686,2884.5632,3076.4935991947877,3285.82
2880,3528.86,3702.1637149667567,2999.531,3124.907872290994,3285.82
2881,3611.86,3819.275543812968,3142.3182,3163.4594723319838,3285.82
2882,3551.92,3722.0882784992095,3054.6512,3129.187800753895,3285.82
2883,3768.01,3810.279906154364,2939.0478000000003,3161.265620652364,3285.82
2884,3517.01,3700.8694357881113,2989.4585,3124.907872290994,3285.82
2885,3511.09,3705.727483658357,3019.5374,3123.207074559057,3285.82
2886,3475.11,3582.398524599482,2710.5858000000003,2930.0458226497162,3285.82
2887,3406.19,3460.894581899712,2486.5187,2662.674909244693,3260.82
2888,3778.22,3969.8726985943617,3362.6158,3198.6892742539007,3285.82
2889,3507.25,3614.743514709328,2805.8,3006.5278150467075,3285.82
2890,3448.28,3574.562616551965,2758.6240000000003,2908.498609248082,3285.82
2891,3533.36,3584.832428578901,2650.02,2930.0458226497162,3285.82
2892,3510.47,3742.084238671795,3124.3183,3127.9804293105817,3285.82
2893,3480.48,3516.96985617664,2540.7504,2812.3704231855986,3285.82
2894,3492.48,3655.419759142357,2898.7584,3076.4935991947877,3285.82
2895,3879.58,4111.032878978121,3530.4178,3195.144955132168,3285.82
2896,3666.66,3894.130100689744,3263.3274,3198.0691337117983,3285.82
2897,3464.7,3672.598233776722,3014.289,3099.894493154906,3285.82
2898,3703.67,3885.5276764198434,3259.2296,3196.6141523825463,3285.82
2899,3457.75,3653.387664975744,2973.665,3076.4935991947877,3285.82
2900,3669.04,3265.1626210177965,733.808,2029.928724664304,3215.0
2901,3448.08,3051.911892560191,517.212,1300.8760781010876,3215.0
2902,3406.13,3158.8936174932264,1089.9616,1661.309380856185,3215.0
2903,3447.19,3170.1053069866607,965.2132,1661.309380856185,3215.0
2904,3642.25,3337.883488978607,1201.9425,2281.861209008323,3215.0
2905,3782.24,3509.753055763456,1588.5407999999998,2745.0437983860365,3325.0
2906,3406.26,3156.0114333635174,1090.0032,1661.309380856185,3215.0
2907,3473.31,3164.777234155889,868.3275,1661.309380856185,3215.0
2908,3624.35,3189.6611499154683,543.6524999999999,1730.0765643848201,3215.0
2909,3528.43,3179.7311631592524,776.2546,1730.0765643848201,3215.0
2910,3636.49,3369.6633396487928,1345.5013,2390.051005268889,3265.0
2911,3629.56,3253.38284748636,762.2076,1980.0489751922341,3215.0
2912,3572.58,3142.74324526191,500.16120000000006,1604.773117082073,3215.0
2913,3427.7,3051.441989202271,548.432,1300.8760781010876,3215.0
2914,3523.7,3169.4444780325125,704.74,1661.309380856185,3215.0
2915,3520.76,3157.7800268120864,668.9444000000001,1661.309380856185,3215.0
2916,3456.8,3085.814618628938,622.224,1455.385952017761,3215.0
2917,3504.86,3120.370239599578,595.8262000000001,1519.2609283605914,3215.0
2918,3777.93,3406.847006525348,1095.5997,2466.3148028517203,3265.0
2919,3607.94,3249.7891619810493,865.9055999999999,1980.0489751922341,3215.0
2920,3592.02,3276.3612492500342,969.8454,2029.928724664304,3215.0
2921,3565.09,3171.955238581301,677.3671,1730.0765643848201,3215.0
2922,3424.13,3147.2065841488966,992.9977,1600.6929061846997,3215.0
2923,3713.17,3413.156577601948,1299.6095,2481.674494031713,3265.0
2924,3755.21,3340.256417502191,788.5941,2281.861209008323,3215.0
2925,3727.22,3292.889754352624,670.8996,2132.1672189148308,3215.0
2926,3734.27,3445.278999626095,1456.3653,2520.4304223339695,3340.0
2927,3588.34,3251.026153844875,897.085,1980.0489751922341,3215.0
2928,3543.42,3223.3162392797244,921.2892,1823.8576581703373,3215.0
2929,3523.49,3284.254160088196,1268.4563999999998,2128.0870080174573,3215.0
2930,3607.52,3337.4085260924167,1262.6319999999998,2273.7163587577556,3215.0
2931,3610.59,3309.1907931831342,1155.3888000000002,2227.715894081972,3215.0
2932,3691.64,3382.644456929916,1255.1576,2441.2762683655933,3265.0
2933,3630.62,3303.3434999671936,1052.8798,2227.715894081972,3215.0
2934,3454.66,3142.875188148764,863.665,1600.6929061846997,3215.0
2935,3575.8,3311.661453741425,1215.7720000000002,2256.4511949618495,3215.0
2936,3478.79,3097.743626226615,626.1822,1459.4661629151344,3215.0
2937,3640.89,3343.6509537201787,1201.4937,2281.861209008323,3215.0
2938,3610.88,3184.4536132014755,577.7408,1730.0765643848201,3215.0
2939,3670.99,3320.9298590721605,991.1673,2273.7163587577556,3215.0
2940,3725.01,3458.886884557678,1527.2541,2600.7042649577074,3340.0
2941,3547.03,3233.587895370112,922.2278,1890.828672764014,3215.0
2942,3646.12,3396.3907768095764,1421.9868,2441.2762683655933,3265.0
2943,3534.17,3226.9331869705607,954.2259,1890.828672764014,3215.0
2944,3552.18,3198.255216385484,817.0014,1730.0765643848201,3215.0
2945,3554.27,3288.1493330693925,1172.9091,2132.1672189148308,3215.0
2946,3679.27,3256.4338237337693,699.0613,1980.0489751922341,3215.0
2947,3760.32,3390.887487480551,1015.2864,2441.2762683655933,3265.0
2948,3670.36,3358.3589052392126,1137.8116,2341.544323624733,3215.0
2949,3549.45,3253.781083109374,1064.8349999999998,1980.0489751922341,3215.0
2950,3603.52,3184.783422391157,612.5984000000001,1730.0765643848201,3215.0
2951,3785.56,3486.761891835502,1400.6572,2688.8073797010593,3325.0
2952,3758.63,3382.3558811667685,1014.8301,2441.2762683655933,3265.0
2953,3958.66,3617.6382545075294,1504.2908,2953.97811316411,3325.0
2954,3728.66,3469.1947916850777,1528.7505999999998,2628.5100631943155,3325.0
2955,3526.79,3208.244870641736,916.9654,1802.7581751221828,3215.0
2956,3589.79,3323.3402539365816,1328.2223,2273.7163587577556,3215.0
2957,3480.85,3129.610554632764,730.9784999999999,1523.3411392579649,3215.0
2958,3477.95,3082.9823544493506,556.472,1459.4661629151344,3215.0
2959,3667.99,3306.2110312962154,880.3176,2227.715894081972,3215.0
2960,3710.04,3430.319933955712,1372.7148,2516.003937036812,3265.0
2961,3687.05,3368.48465043272,1142.9855,2390.051005268889,3265.0
2962,3620.15,3366.8547910291454,1375.6570000000002,2390.051005268889,3265.0
2963,3674.11,3380.7574399591435,1249.1974000000002,2416.2447042669764,3265.0
2964,3631.19,3258.8600772446234,798.8618,1980.0489751922341,3215.0
2965,3609.24,3173.9673206839584,541.386,1730.0765643848201,3215.0
2966,3673.28,3294.005230941132,844.8544,2132.1672189148308,3215.0
2967,3661.39,3220.229610189137,549.2085,1823.8576581703373,3215.0
2968,3752.4,3450.709782152056,1313.34,2559.109097218868,3340.0
2969,3561.48,3210.683582490913,819.1404,1802.7581751221828,3215.0
2970,3541.45,3120.5308757068537,495.803,1523.3411392579649,3215.0
2971,3551.54,3174.6751997932824,710.308,1730.0765643848201,3215.0
2972,3588.57,3302.2345973076976,1148.3424,2227.715894081972,3215.0
2973,3500.67,3212.572943472508,1015.1943,1798.6779642248096,3215.0
2974,3765.7,3327.763251958745,715.483,2273.7163587577556,3215.0
2975,3678.72,3340.9353719748456,993.2544,2281.861209008323,3215.0
2976,3616.76,3377.782515642328,1410.5364000000002,2416.2447042669764,3265.0
2977,3548.89,3182.273568591197,745.2669,1730.0765643848201,3215.0
2978,3670.95,3262.893608035148,697.4805,2029.928724664304,3215.0
2979,3448.94,3101.691289855962,689.788,1455.385952017761,3215.0
2980,3505.04,3116.5333692661343,630.9072,1523.3411392579649,3215.0
2981,3763.04,3391.3525579974075,1016.0208,2441.2762683655933,3265.0
2982,3688.1,3313.436240154301,885.1439999999999,2256.4511949618495,3215.0
2983,3683.19,3343.986425361004,1068.1251,2281.861209008323,3215.0
2984,3529.19,3213.419932862492,952.8813,1823.8576581703373,3215.0
2985,3511.27,3115.179468280847,561.8032000000001,1523.3411392579649,3215.0
2986,3631.29,3375.9507048371547,1379.8902,2416.2447042669764,3265.0
2987,3690.37,3444.4934865047658,1513.0516999999998,2520.4304223339695,3340.0
2988,3921.4,3565.8704135302933,1450.918,2745.081580870683,3325.0
2989,3709.43,3308.7671056412696,816.0745999999999,2227.715894081972,3215.0
2990,3636.46,3395.636151371033,1490.9486,2441.2762683655933,3265.0
2991,3530.54,3105.643405361667,494.27560000000005,1459.4661629151344,3215.0
2992,3669.65,3275.7154493322387,733.9300000000001,2029.928724664304,3215.0
2993,3542.66,3247.627469576485,991.9448,1901.8888649248186,3215.0
2994,3485.66,3128.969741833529,697.1320000000001,1523.3411392579649,3215.0
2995,3889.76,3478.1958432533265,1050.2352,2621.1886077525583,3325.0
2996,3701.84,3348.888471368129,1036.5152,2312.744181228831,3215.0
2997,3496.88,3234.138157715564,1119.0016,1886.7484618666408,3215.0
2998,3771.85,3427.336848899433,1206.992,2511.3693074952776,3265.0
2999,3636.93,3316.062101055931,1054.7097,2256.4511949618495,3215.0
3000,3800.04,3805.207473619975,2926.0308,3182.1525423581593,3390.0
3001,3555.08,3604.7557039707217,2701.8608,3019.156142650011,3285.0
3002,3544.13,3624.6496177621193,2799.8627,3080.301464973421,3285.0
3003,3549.19,3653.781745270386,2910.3358,3097.068129138757,3285.0
3004,3600.25,3570.5695773992684,2520.175,2931.6354769172026,3285.0
3005,3820.24,3879.6954134751145,3132.5968,3227.9541388319167,3390.0
3006,3486.26,3492.95471284049,2405.5194,2765.909781992912,3265.0
3007,3527.31,3624.5898579421455,2857.1211000000003,3080.301464973421,3285.0
3008,3602.35,3638.699511740644,2737.786,3098.064177156964,3285.0
3009,3464.43,3500.813538234663,2563.6782,2772.239604435219,3265.0
3010,3786.49,3899.464325845859,3218.5165,3235.1321561859927,3390.0
3011,3535.56,3635.9574571404087,2863.8036,3098.064177156964,3285.0
3012,3521.58,3638.778179953535,2922.9114,3098.064177156964,3285.0
3013,3515.7,3650.8143637976814,2918.0309999999995,3097.068129138757,3285.0
3014,3533.7,3620.0709438666186,2791.623,3029.640218822872,3285.0
3015,3596.76,3577.0298293747915,2481.7644,2931.6354769172026,3285.0
3016,3594.8,3559.041890656174,2408.516,2909.7778758640907,3300.0
3017,3495.86,3452.6915555439223,2272.309,2624.974591030748,3265.0
3018,3753.93,3838.44020101005,3153.3012,3204.4938125186604,3390.0
3019,3664.94,3733.181697658128,2968.6014,3150.0087878129025,3285.0
3020,3546.02,3682.566558669357,2943.1966,3121.3799794798515,3285.0
3021,3528.09,3657.380976411801,2928.3147,3097.068129138757,3285.0
3022,3620.13,3691.73295583096,2859.9027,3132.053484013362,3285.0
3023,3653.17,3659.24392280194,2739.8775,3108.4989183542593,3285.0
3024,3772.21,3838.980772324504,3055.4901000000004,3204.4938125186604,3390.0
3025,3689.22,3708.8077956622255,2803.8072,3145.2366242863677,3285.0
3026,3767.27,3734.970355350029,2750.1071,3150.0087878129025,3285.0
3027,3564.34,3694.147700161741,2994.0456,3146.9369975720047,3285.0
3028,3555.42,3591.100550483135,2702.1192,2953.1773130568477,3285.0
3029,3587.49,3544.627690639289,2367.7434,2894.44517747633,3300.0
3030,3604.52,3694.9004438934,2955.7064,3146.9369975720047,3285.0
3031,3598.59,3737.885915015133,3022.8156,3150.0087878129025,3285.0
3032,3731.64,3876.8324693580175,3209.2104,3227.9541388319167,3390.0
3033,3587.62,3730.759543717565,3085.3532,3151.215857947993,3285.0
3034,3669.66,3788.968978653982,3082.5144,3179.2252334209247,3390.0
3035,3493.8,3583.602191380477,2795.0400000000004,2953.1773130568477,3285.0
3036,3556.79,3528.490079077271,2454.1851,2856.3161269754373,3285.0
3037,3536.89,3596.306415556613,2758.7742,2983.2455567389106,3285.0
3038,3551.88,3521.5100897362445,2379.7596000000003,2834.0512487276524,3300.0
3039,3676.99,3675.403463759832,2720.9726,3121.9298607044802,3285.0
3040,3719.01,3798.022435676315,3049.5882,3182.1525423581593,3390.0
3041,3548.03,3606.6052101103887,2731.9831000000004,3019.156142650011,3285.0
3042,3577.12,3626.1098720106856,2718.6112,3080.301464973421,3285.0
3043,3645.17,3701.1298872157454,2843.2326000000003,3146.9369975720047,3285.0
3044,3557.18,3667.8856383120974,2881.3158,3121.9298607044802,3285.0
3045,3587.27,3544.404554660669,2367.5982,2894.44517747633,3300.0
3046,3771.27,3898.0273731431257,3243.2922,3235.1321561859927,3390.0
3047,3711.32,3710.2228189690863,2820.6032,3145.2366242863677,3285.0
3048,3586.36,3632.4815831127394,2725.6336,3098.064177156964,3285.0
3049,3531.45,3535.788871358002,2507.3295,2863.18602068391,3285.0
3050,3535.52,3503.9168869624777,2404.1536,2772.239604435219,3265.0
3051,3822.56,3904.048483795111,3210.9504,3235.1321561859927,3390.0
3052,3690.63,3650.2378944342927,2620.3473,3097.068129138757,3285.0
3053,3912.66,4055.432809584618,3482.2674,3241.0227041911826,3390.0
3054,3780.66,3841.551222412421,3100.1412,3204.4938125186604,3390.0
3055,3631.79,3755.559162697837,3087.0215,3162.5792626854413,3390.0
3056,3551.79,3516.4188068358994,2344.1814,2834.0512487276524,3300.0
3057,3607.85,3622.277911206153,2705.8875,3029.640218822872,3285.0
3058,3510.95,3556.99665516838,2633.2125,2909.7778758640907,3300.0
3059,3648.99,3637.004339208154,2627.2728,3098.064177156964,3285.0
3060,3732.04,3779.238171137328,2948.3116,3173.0216918501073,3390.0
3061,3777.05,3735.889763854151,2757.2465,3150.0087878129025,3285.0
3062,3688.15,3656.7225434025727,2581.705,3097.068129138757,3285.0
3063,3546.11,3582.657841569702,2624.1214,2953.1773130568477,3285.0
3064,3632.19,3711.964864477147,2942.0739000000003,3145.2366242863677,3285.0
3065,3648.24,3764.243648371948,3028.0392,3162.761343556305,3390.0
3066,3681.28,3701.754615342929,2797.7728,3146.9369975720047,3285.0
3067,3722.39,3681.4506157114815,2680.1208,3121.3799794798515,3285.0
3068,3645.4,3722.3631657388496,2952.7740000000003,3151.215857947993,3285.0
3069,3544.48,3500.004606819015,2339.3568,2772.239604435219,3265.0
3070,3608.45,3715.886463875117,2995.0135,3158.6191742186247,3285.0
3071,3622.54,3605.1773090513007,2572.0034,3019.156142650011,3285.0
3072,3532.57,3502.9248363400693,2366.8219000000004,2772.239604435219,3265.0
3073,3609.67,3637.123854302012,2707.2525,3098.064177156964,3285.0
3074,3640.7,3615.5961698319607,2621.304,3029.640218822872,3285.0
3075,3720.72,3731.756810782864,2864.9544,3150.0087878129025,3285.0
3076,3527.76,3550.0462724438703,2610.5424000000003,2894.44517747633,3300.0
3077,3642.89,3615.817387073681,2550.023,3029.640218822872,3285.0
3078,3499.95,3646.839856237364,2939.958,3089.484156307186,3285.0
3079,3587.94,3635.084105141013,2726.8344,3098.064177156964,3285.0
3080,3542.04,3618.529825965226,2798.2116,3029.640218822872,3285.0
3081,3599.04,3563.3423295168564,2483.3376,2909.7778758640907,3300.0
3082,3750.1,3731.55560647316,2737.573,3150.0087878129025,3285.0
3083,3736.19,3867.4473270976655,3213.1234,3218.9973007515023,3390.0
3084,3580.19,3712.2236331668873,2971.5577,3158.6191742186247,3285.0
3085,3551.27,3649.891394522797,2912.0414,3097.068129138757,3285.0
3086,3599.29,3623.595893128925,2699.4675,3080.301464973421,3285.0
3087,3573.37,3711.306417829657,3001.6308,3145.2366242863677,3285.0
3088,3770.4,3883.144971773128,3242.544,3227.9541388319167,3390.0
3089,3656.43,3736.550392303314,2961.7083,3150.0087878129025,3285.0
3090,3519.46,3589.627960523194,2745.1788,2953.1773130568477,3285.0
3091,3603.54,3572.90647453409,2486.4426,2931.6354769172026,3285.0
3092,3623.65,3729.303131488885,3007.6295,3151.215857947993,3285.0
3093,3639.66,3753.541345205756,3020.9178,3162.5792626854413,3390.0
3094,3693.66,3698.311085412563,2733.3084,3146.9369975720047,3285.0
3095,3987.76,4111.603318650013,3509.2288000000003,3209.3289801624023,3390.0
3096,3772.84,3867.6197526269166,3169.1856,3218.9973007515023,3390.0
3097,3621.88,3731.50790111544,3006.1604,3150.0087878129025,3285.0
3098,3799.85,3779.0147652748033,2849.8875,3173.0216918501073,3390.0
3099,3507.93,3543.933606734592,2630.9475,2894.44517747633,3300.0
3100,2651.04,2796.3867187538217,2226.8736,2352.8291952678856,2385.0
3101,2456.08,2540.5035503790536,1866.6208,1915.1060645427904,2370.0
3102,2507.13,2500.5808264640555,1504.278,1927.9697682206747,2320.0
3103,2529.19,2622.084738519592,1947.4763,2170.301728329961,2380.0
3104,2633.25,2683.2387316519184,1974.9375,2224.616963360556,2380.0
3105,2773.24,2754.045742017038,1858.0708,2305.1961583624184,2385.0
3106,2546.26,2660.498237104724,2062.4706,2196.1616609655866,2380.0
3107,2539.31,2499.408382671996,1396.6205,1927.9697682206747,2320.0
3108,2454.35,2558.7387376929214,1914.393,1993.3872062438174,2380.0
3109,2477.43,2543.2831751472177,1758.9752999999998,1915.1060645427904,2370.0
3110,2655.49,2755.9262658366474,2124.392,2305.1961583624184,2385.0
3111,2670.56,2762.2995185418577,2109.7424,2311.9401177387294,2385.0
3112,2613.58,2668.172913422888,1934.0492,2211.4454045817174,2380.0
3113,2518.7,2591.3836488794022,1863.838,2092.3350438380317,2380.0
3114,2489.7,2475.8000836205374,1493.82,1870.897441478623,2320.0
3115,2611.76,2715.31628967216,2063.2904000000003,2263.00571027151,2385.0
3116,2486.8,2600.841727094652,1964.5720000000003,2129.2127547698324,2380.0
3117,2446.86,2546.098016872615,1908.5508,1976.525443937865,2380.0
3118,2795.93,2760.19233152475,1761.4359,2311.9401177387294,2385.0
3119,2606.94,2660.399297101548,1929.1356,2196.1616609655866,2380.0
3120,2516.02,2495.649719400308,1459.2915999999998,1895.002124737558,2320.0
3121,2482.09,2461.0369480474355,1389.9704000000002,1815.1242922987965,2310.0
3122,2575.13,2707.9491863813937,2111.6066,2248.573878171086,2385.0
3123,2660.17,2636.700441195665,1649.3054,2190.8758568246813,2380.0
3124,2653.21,2721.600385533537,2016.4396,2273.032545522556,2385.0
3125,2655.22,2736.650832642858,2097.6238,2280.9481631241492,2385.0
3126,2617.27,2625.937167071344,1753.5709000000002,2170.301728329961,2380.0
3127,2587.34,2663.404887478316,1992.2518,2211.4454045817174,2380.0
3128,2511.42,2483.957153876488,1456.6236,1896.5697566119588,2320.0
3129,2598.49,2560.7792582588786,1455.1544,1993.3872062438174,2380.0
3130,2643.52,2768.715394245316,2167.6864,2311.9401177387294,2385.0
3131,2493.59,2579.7683618569854,1895.1284,2043.8085675168727,2380.0
3132,2690.64,2839.783587176272,2313.9504,2372.231833345771,2385.0
3133,2681.62,2666.582078257825,1689.4206,2211.4454045817174,2380.0
3134,2510.66,2585.181860442117,1882.995,2043.8085675168727,2380.0
3135,2453.8,2429.177670075944,1398.666,1768.1458900480845,2310.0
3136,2503.79,2625.173615844586,2028.0699,2170.301728329961,2380.0
3137,2608.89,2667.388536834472,1930.5786,2211.4454045817174,2380.0
3138,2589.88,2584.9959997458163,1631.6244000000002,2043.8085675168727,2380.0
3139,2730.99,2726.945547803692,1884.3831,2273.032545522556,2385.0
3140,2621.01,2701.7524268667976,2044.3878,2248.573878171086,2385.0
3141,2606.03,2703.470985226184,2084.824,2248.573878171086,2385.0
3142,2526.12,2486.952961093912,1364.1048,1895.002124737558,2320.0
3143,2551.17,2566.507040739932,1658.2605,1993.3872062438174,2380.0
3144,2527.18,2653.0342914102703,2047.0158,2190.8417398533716,2380.0
3145,2539.27,2643.367577754397,2006.0233,2180.3907189799766,2380.0
3146,2652.27,2728.641469969973,2068.7706,2280.9481631241492,2385.0
3147,2755.32,2744.76513893294,1818.5112,2300.504171463031,2385.0
3148,2639.36,2766.471682815079,2190.6688,2311.9401177387294,2385.0
3149,2577.45,2726.3158716021026,2165.058,2273.032545522556,2385.0
3150,2555.52,2519.944575528761,1456.6464,1940.402750740105,2370.0
3151,2766.56,2904.2313207780994,2379.2416,2432.655868608962,2385.0
3152,2723.63,2859.4374429655804,2315.0855,2397.8978886037376,2385.0
3153,2885.66,2937.727962927437,2250.8148,2445.11218276463,2385.0
3154,2709.66,2793.186325494327,2167.728,2333.748995909577,2385.0
3155,2544.79,2510.998656382981,1450.5303,1924.4172679695941,2370.0
3156,2648.79,2620.0914421389098,1589.274,2170.301728329961,2380.0
3157,2580.85,2631.7842895979693,1858.212,2171.060507891694,2380.0
3158,2466.95,2578.592286736428,1973.56,2043.8085675168727,2380.0
3159,2545.99,2497.222803910934,1400.2945,1895.002124737558,2320.0
3160,2667.04,2775.7086857931954,2160.3024,2322.26052745319,2385.0
3161,2723.05,2755.845771660403,1987.8265,2305.1961583624184,2385.0
3162,2606.15,2696.593399978979,2006.7355,2244.9497993157147,2385.0
3163,2512.11,2507.6610387050605,1532.3871,1924.4172679695941,2370.0
3164,2575.19,2534.010393757791,1442.1064,1915.1060645427904,2370.0
3165,2614.24,2721.846194563262,2117.5344,2273.032545522556,2385.0
3166,2649.28,2674.591302379491,1828.0032,2210.54807842163,2380.0
3167,2680.39,2833.327327041673,2278.3315,2372.231833345771,2385.0
3168,2656.4,2645.854577712012,1726.66,2180.3907189799766,2380.0
